Year,Tune,String,Attitude,Person,Love
2014,broken,別逼我跳下無底的傷懷,depressed,2,0
2014,broken,不再幻想 你的花海,stubborn,1,0
2014,broken,有一支薔薇能夠享受唯一寵愛,depressed,0,1
2014,broken,別給我像是天堂的懸崖,depressed,2,0
2014,broken,別推我到會後悔的未來,depressed,2,0
2014,broken,最怕夜裡 浪漫燈海,depressed,0,0
2014,broken,你不斷點煙我看窗外沒有對白,depressed,3,0
2014,broken,時間在趕路 回憶在擺盪,depressed,0,0
2014,broken,音樂在流淚 歌詞在療傷,depressed,0,0
2014,broken,腦袋夠懂事 但內心不長大,depressed,0,0
2014,broken,復原才很難 情緒才複雜,depressed,0,0
2014,broken,多醉心的擁吻 多開心的凝望,aggressive,0,0
2014,broken,是什麼搶奪 你給我的太陽,depressed,3,0
2014,broken,用淡淡的祈禱 撐濃濃的絕望,hope,0,0
2014,broken,憑什麼逃離 像影子的悲傷,depressed,0,0
2014,broken,別給我像是天堂的懸崖,depressed,2,0
2014,broken,別逼我跳下無底的傷懷,depressed,2,0
2014,broken,不再幻想 你的花海,stubborn,1,0
2014,broken,有一支薔薇能夠享受唯一寵愛,depressed,0,1
2014,broken,別給我像是天堂的懸崖,depressed,2,0
2014,broken,別推我到會後悔的未來,depressed,2,0
2014,broken,最怕夜裡 浪漫燈海,depressed,0,0
2014,broken,你不斷點煙我看窗外沒有對白,depressed,3,0
2014,broken,最難耐 的傷害 是不放 又不愛,depressed,0,5
2013,broken,你哭的太累了,depressed,1,0
2013,broken,你傷的太深了,depressed,1,0
2013,broken,你愛的太傻了,depressed,1,2
2013,broken,你哭的就像 是末日 要來了,depressed,1,0
2013,broken,所以你聽慢歌 很慢很慢的歌,neutral,1,0
2013,broken,聽得心如刀割,depressed,0,0
2013,broken,是不是應該 換一種 節奏了,neutral,0,0
2013,broken,不要再問 誰是對的 誰是錯的 誰是誰非 誰又虧欠誰了,aggressive,0,0
2013,broken,反正錯了 反正輸了,aggressive,0,0
2013,broken,反正自己 陪自己快樂,aggressive,2,0
2013,broken,我不管 你是誰的 誰是你的 我是我的,stubborn,3,0
2013,broken,讓心跳 動次動次 動次動次 感覺活著,aggressive,0,0
2013,broken,我不管 站著坐著 躺著趴著 都要快樂,aggressive,2,0
2013,broken,讓音樂 動次動次 動次動次 快要聾了,aggressive,0,0
2013,broken,不管了 不想了 不等了 不要不快樂,stubborn,0,0
2013,broken,傷心的人別聽慢歌,stubborn,0,0
2013,broken,人生分分合合 愛情拉拉扯扯 一路曲曲折折,neutral,0,1
2013,broken,我還是期待 明日的 新景色,hope,2,0
2013,broken,憤青都釋懷了 光棍都戀愛了 悲劇都圓滿了,aggressive,0,1
2013,broken,每一段爭執 都飛出 和平鴿,aggressive,0,0
2013,broken,不要再問誰是對的 誰是錯的 誰是誰非 誰又虧欠誰了,aggressive,0,0
2013,broken,反正錯了 反正輸了,aggressive,0,0
2013,broken,反正自己 陪自己快樂,aggressive,2,0
2013,broken,我不管 你是誰的 誰是你的 我是我的,stubborn,3,0
2013,broken,讓心跳 動次動次 動次動次 感覺活著,aggressive,0,0
2013,broken,我不管 站著坐著 躺著趴著 都要快樂,aggressive,2,0
2013,broken,讓音樂 動次動次 動次動次 快要聾了,aggressive,0,0
2013,broken,不管了 不想了 不等了 不要不快樂,stubborn,0,0
2013,broken,傷心的人別聽慢歌,stubborn,0,0
2013,broken,我不管 你是誰的 誰是你的 我是我的,stubborn,3,0
2013,broken,讓心跳 動次動次 動次動次 感覺活著,aggressive,0,0
2013,broken,我不管 站著坐著 躺著趴著 都要快樂,aggressive,2,0
2013,broken,讓音樂 動次動次 動次動次 快要聾了,aggressive,0,0
2013,broken,不管了 不想了 不等了 此時和此刻 不得不去 貫徹快樂,stubborn,0,0
2013,broken,不管了 不想了 不等了 不要不快樂,stubborn,0,0
2013,broken,傷心的人別聽慢歌,stubborn,0,0
2012,broken,你說呢明知你不在 還是會問,depressed,1,0
2012,broken,空氣 卻不能代替你 出聲,depressed,1,0
2012,broken,習慣 像永不癒合 的固執傷痕,depressed,0,0
2012,broken,一思念就撕裂靈魂,depressed,0,0
2012,broken,把相片 讓你能保存 多洗一本,neutral,1,0
2012,broken,毛衣 也為你準備多 一層,neutral,1,0
2012,broken,但是 你孤單時刻 安慰的體溫怎麼為你多留一份？,depressed,1,0
2012,broken,我不願讓你一個人 一個人在人海浮沉,aggressive,3,0
2012,broken,我不願你獨自走過 風雨的 時分,aggressive,3,0
2012,broken,我不願讓你一個人 承受這世界的殘忍,aggressive,3,0
2012,broken,我不願眼淚陪你到 永恆,aggressive,3,0
2012,broken,你走後 愛情的遺跡 像是空城,depressed,1,1
2012,broken,遺落 你杯子手套和 笑聲,depressed,1,0
2012,broken,最後 你只帶走你 脆弱和單純和我最放不下的人,depressed,3,0
2012,broken,也許未來 你會找到 懂你疼你 更好的人,hurtHope,1,0
2012,broken,下段旅程 你一定要 更幸福豐盛,hurtHope,1,0
2012,broken,我不願讓你一個人 一個人在人海浮沉,aggressive,3,0
2012,broken,我不願你獨自走過 風雨的 時分,aggressive,3,0
2012,broken,我不願讓你一個人 承受這世界的殘忍,aggressive,3,0
2012,broken,我不願眼淚陪你到 永恆,aggressive,3,0
2012,broken,你說呢明知你不在 還是會問,depressed,1,0
2012,broken,只因 習慣你滿足的 眼神,depressed,1,0
2012,broken,只是 我最後一個 奢求的可能,hurtHope,2,0
2012,broken,只求你有快樂人生,hurtHope,1,0
2012,broken,只求命運 帶你去一段 全新的旅程,hurtHope,1,0
2012,broken,往幸福的天涯飛奔,hurtHope,0,0
2012,broken,別回頭就往前飛奔,hurtHope,0,0
2012,broken,請忘了我還 一個人,hurtHope,3,0
2011,broken,終於找到藉口,aggressive,0,0
2011,broken,趁著醉意上心頭表達我所有感受,aggressive,2,0
2011,broken,寂寞漸濃,depressed,0,0
2011,broken,沉默留在舞池角落,depressed,0,0
2011,broken,妳說的太少或太多都會讓人更惶恐,nervous,1,0
2011,broken,誰任由誰放縱,regret,0,0
2011,broken,誰會先讓出自由,regret,0,0
2011,broken,最後一定總是我,regret,2,0
2011,broken,雙腳懸空 在妳冷酷熱情間遊走,regret,1,0
2011,broken,被侵佔所有還要笑著接受,regret,0,0
2011,broken,我嫉妒妳的愛 氣勢如虹像個人氣高居不下的天后,regret,3,1
2011,broken,你要的不是我 而是一種虛榮,depressed,3,0
2011,broken,有人疼才顯得多麼出眾,regret,0,0
2011,broken,我陷入盲目狂戀的寬容,regret,2,0
2011,broken,成全了妳萬眾寵愛的天后,regret,1,0
2011,broken,若愛只剩誘惑 只剩彼此忍受,stubborn,0,1
2011,broken,別再互相折磨,stubborn,0,0
2011,broken,因為我們都有錯,stubborn,4,0
2011,broken,推開蒼白的手,stubborn,0,0
2011,broken,推開蒼白的廝守,stubborn,0,0
2011,broken,管妳有多麼失措,stubborn,1,0
2011,broken,別再叫我,stubborn,2,0
2011,broken,心軟是最致命的脆弱我明明都懂卻仍拚死效忠,regret,2,0
2011,broken,我嫉妒妳的愛 氣勢如虹像個人氣高居不下的天后,regret,3,1
2011,broken,妳要的不是我 而是一種虛榮,depressed,3,0
2011,broken,有人疼才顯得多麼出眾,regret,0,0
2011,broken,我陷入盲目狂戀的寬容,regret,2,0
2011,broken,成全了妳萬眾寵愛的天后,regret,1,0
2011,broken,若愛只剩誘惑 只剩彼此忍受,stubborn,0,1
2011,broken,別再互相折磨,stubborn,0,0
2011,broken,因為我們都有錯,stubborn,4,0
2011,broken,如果有一天愛不再迷惑,hope,0,1
2011,broken,足夠去看清所有是非對錯,hope,0,0
2011,broken,直到那個時候妳在我的心中將不再被歌頌,stubborn,3,0
2011,broken,把妳當作天后不會再是我,stubborn,3,0
2010,oneSide,如果你眼神能夠為我 片刻的降臨,hope,3,0
2010,oneSide,如果你能聽到 心碎的聲音,depressed,1,0
2010,oneSide,沉默的守護著你,passive,1,0
2010,oneSide,沉默的等奇蹟,passive,0,0
2010,oneSide,沉默的讓自己 像是空氣,passive,0,0
2010,oneSide,大家都吃著聊著笑著 今晚多開心,depressed,0,0
2010,oneSide,最角落裡的我 笑得多合群,regret,2,0
2010,oneSide,盤底的洋蔥像我 永遠是調味品,passive,0,0
2010,oneSide,偷偷的看著你 偷偷的隱藏著自己,passive,1,0
2010,oneSide,如果你願意一層一層一層的剝開我的心,hope,3,0
2010,oneSide,你會發現 你會訝異,aggressive,1,0
2010,oneSide,你是我最壓抑最深處的秘密,aggressive,3,0
2010,oneSide,如果你願意一層一層一層的剝開我的心,hope,3,0
2010,oneSide,你會鼻酸 你會流淚,aggressive,1,0
2010,oneSide,只要你能聽到我看到我的全心全意,aggressive,3,0
2010,oneSide,聽你說你和你的他們 曖昧的空氣,regret,1,0
2010,oneSide,我和我的絕望 裝得很風趣,depressed,2,0
2010,oneSide,我就像一顆洋蔥 永遠是配角戲,passive,2,0
2010,oneSide,多希望能與你 有一秒專屬的劇情,hope,1,0
2010,oneSide,如果你願意一層一層一層的剝開我的心,hope,3,0
2010,oneSide,你會發現 你會訝異,aggressive,1,0
2010,oneSide,你是我最壓抑最深處的秘密,aggressive,3,0
2010,oneSide,如果你願意一層一層一層的剝開我的心,hope,3,0
2010,oneSide,你會鼻酸 你會流淚,aggressive,1,0
2010,oneSide,只要你能聽到我看到我的全心全意,aggressive,3,0
2010,oneSide,如果你願意一層一層一層的剝開我的心,hope,3,0
2010,oneSide,你會發現 你會訝異,aggressive,1,0
2010,oneSide,你是我最壓抑最深處的秘密,aggressive,3,0
2010,oneSide,如果你願意一層一層一層的剝開我的心,hope,3,0
2010,oneSide,你會鼻酸 你會流淚,aggressive,1,0
2010,oneSide,只要你能聽到我 看到我的全心全意,aggressive,3,0
2010,oneSide,你會鼻酸 你會流淚,aggressive,1,0
2010,oneSide,只要你能聽到我 看到我的全心全意,aggressive,3,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,錯過就過 你是不是會難過,aggressive,1,0
2009,prepared,若如果拿來當藉口那是不是有一點弱,aggressive,0,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,真的愛我 就放手一搏,aggressive,2,4
2009,prepared,還想什麼還 怕什麼,aggressive,0,0
2009,prepared,快牽起我的手,aggressive,2,0
2009,prepared,有人說,neutral,0,0
2009,prepared,世界上最遙遠的距離不是生與死而是我就站在你面前你卻不知道我 愛你,depressed,3,3
2009,prepared,我常說如果人類連愛一個人都被自己綁住,depressed,2,2
2009,prepared,那世界末日已來到,depressed,0,0
2009,prepared,不需要等到地球毀滅掉的那天,depressed,0,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,錯過就過 你是不是會難過,aggressive,1,0
2009,prepared,若如果拿來當藉口 那是不是有一點弱,aggressive,0,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,真的愛我 就放手一搏,aggressive,2,4
2009,prepared,還想什麼還 怕什麼,aggressive,0,0
2009,prepared,快牽起我的手,aggressive,2,0
2009,prepared,如果 如果 沒有如果,aggressive,0,0
2009,prepared,如果如果 最後變成路過我也不能接受,aggressive,2,0
2009,prepared,錯過錯過不想錯過,aggressive,0,0
2009,prepared,錯過錯過我比你更難過,aggressive,3,0
2009,prepared,我不會一錯再錯,aggressive,2,0
2009,prepared,嗯 這次不要再隨便錯過,aggressive,0,0
2009,prepared,我常說,neutral,2,0
2009,prepared,如果人類連愛一個人都被自己綁住,depressed,0,2
2009,prepared,那世界末日已來到,depressed,0,0
2009,prepared,不需要等到地球毀滅掉的那天,depressed,0,0
2009,prepared,別怕太快樂,aggressive,0,0
2009,prepared,別怕失去我,aggressive,2,0
2009,prepared,如果我說愛我沒有如果,aggressive,2,4
2009,prepared,錯過就過 你是不是會難過,aggressive,1,0
2009,prepared,若如果拿來當藉口 那是不是有一點弱,aggressive,0,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,真的愛我 就放手一搏,aggressive,0,4
2009,prepared,還想什麼還 怕什麼,aggressive,0,0
2009,prepared,快牽起我的手,aggressive,2,0
2009,prepared,快牽起我的手,aggressive,2,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,錯過就過 你是不是會難過,aggressive,1,0
2009,prepared,若如果拿來當藉口那是不是有一點弱,aggressive,0,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,真的愛我 就放手一搏,aggressive,2,4
2009,prepared,還想什麼 還怕什麼,aggressive,0,0
2009,prepared,快牽起我的手,aggressive,2,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,錯過就過 你是不是會難過,aggressive,1,0
2009,prepared,若如果拿來當藉口那是不是有一點弱,aggressive,0,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,真的愛我 就放手一搏,aggressive,2,4
2009,prepared,還想什麼 還怕什麼,aggressive,0,0
2009,prepared,快牽起我的手,aggressive,2,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,錯過就過 你是不是會難過,aggressive,1,0
2009,prepared,若如果拿來當藉口那是不是有一點弱,aggressive,0,0
2009,prepared,如果我說 愛我沒有如果,aggressive,2,4
2009,prepared,真的愛我 就放手一搏,aggressive,2,4
2009,prepared,還想什麼 還怕什麼,aggressive,0,0
2009,prepared,快牽起我的手,aggressive,2,0
2009,prepared,如果我說愛我沒有如果,aggressive,2,4
2008,broken,妳的回話凌亂著在這個時刻,depressed,1,0
2008,broken,我想起噴泉旁的白鴿,neutral,2,0
2008,broken,甜蜜散落了,depressed,0,0
2008,broken,情緒莫名的拉扯,depressed,0,0
2008,broken,我還愛妳呢,regret,3,3
2008,broken,而妳斷斷續續唱著歌 假裝沒事了,depressed,1,0
2008,broken,時間過了 走了 愛情面臨選擇,depressed,0,1
2008,broken,妳冷了 倦了 我哭了,depressed,3,0
2008,broken,離開時的不快樂 妳用卡片手寫著,depressed,1,0
2008,broken,有些愛只給到這 真的痛了,regret,0,1
2008,broken,怎麼了 妳累了 說好的 幸福呢,depressed,1,0
